,hodl,hourly,daily,weekly,monthly
PIVX-NLC2-BRK-RLC-SYNX,2773.6049882195534,18244.19608768978,10706.96807747139,6884.916947873952,3777.863208849529
ETC-GO-INCNT-TX-BCHABC,2274.330541325991,25069.483500907016,12336.596942333923,13168.416476013124,3405.8601111418034
GTO-MONA-CANN-FTC-MUSIC,2230.320608401227,5163.834872499445,4653.367148657429,3759.5485906041717,2926.185834054989
MONA-GNT-MEME-GBYTE-XHV,2904.676006289791,6963.660013870379,5848.9469432178785,5165.21399916052,5356.439280517219
POT-PINK-CANN-SNT-SLS,3195.159655028208,5399.477385906722,4779.609679740394,4682.223338722921,4031.728854996546
PTOY-GTO-PIVX-IOC-EXP,2626.2883752631,5962.45905400331,4573.580124474864,3950.4665912346973,3057.618783730041
LSK-MEME-RADS-NXT-XEM,3041.843818734316,5681.157867909908,4558.078736931068,3913.799456335609,3297.981428669118
PRO-MET-PAL-PMA-SHIFT,3085.0282424652196,8602240.767888492,21886.4139501189,6686.646428789344,4358.384991393325
ABY-VIB-EDR-STORJ-LUN,2536.135866646701,7188.391330176044,5680.045602643394,4740.058221342528,3609.424628384037
RCN-NBT-VTC-QTUM-XCP,2692.682095589964,5585.258613711794,4532.659094899311,3975.814132347889,3135.8098624524273
CRW-XLM-PAX-BLOCK-ANT,2568.353548805509,6037.833660844553,5647.73356583972,5935.913008986015,3353.007542000185
POWR-PART-XCP-BCPT-BFT,3101.490422202401,8036.730662319861,6799.304295466855,5969.587031436663,3885.8892315628987
EXCL-BLT-VIA-RCN-UBQ,2658.411668545932,12114.60747124949,5981.038367034095,4395.268964416387,3090.361724171689
IGNIS-MET-USDS-SBD-NMR,2846.168904045089,8662.992867599507,4779.060273043178,4167.083537790015,3194.8222799666164
ARK-ZEN-EXCL-NAV-XVG,2911.7934896428474,9315.402420527487,5732.709147463886,4566.3465474549075,3164.921718015086
SPC-DNT-SNT-XWC-SC,2513.6874071104958,3.06133132002217e+60,9429.746120943493,8776.088049844933,2604.508207473777
GNO-NLG-BITB-GAME-XCP,3514.0268981723275,8806.926310716906,7361.333131572713,6636.069068800636,5167.715922949781
SWIFT-TUSD-IOP-GRC-ADA,3144.9431542014063,6923.8985208470995,5247.098418945173,5186.616317613008,3730.91281766247
GEO-CURE-POT-CRW-PMA,3571.040788555222,4896961.712233153,22449.612933267374,6405.600702437283,4930.641506697624
DYN-BNT-NEO-VEE-VIB,2365.4268801053267,5330.4583960427335,4262.988000938973,3714.0503898393013,2812.245206047922
BRK-USDS-RVN-QWARK-COVAL,3162.373872402205,19155.549213894268,10224.874668245591,9059.810722924323,4122.703049299298
SEQ-IGNIS-XST-RVR-MORE,2994.2438983737297,8319.979241983476,5714.460795705856,4353.604890550809,3261.835642327059
BRX-GRC-RDD-DMT-PTOY,3003.721577800774,9851.254830908643,7820.250439009352,5486.931501002326,3664.9664359515623
CBC-OMG-XEL-TKS-ZCL,2635.9394503737767,6428.8599262319,5201.968105172079,4550.526644904325,3356.6863697610065
SNT-NLG-WAX-LRC-ZEN,2798.6531480340414,6874.353567365605,5636.969259420148,5346.488885211479,4457.541599142824
BLT-MLN-RFR-VRC-LBC,2597.796300072665,7826.674657123966,4586.296340246945,4022.691119215619,3188.3816121867653
INCNT-EMC-STEEM-BRX-DOGE,2646.3738668306364,28198.52186201368,11678.589191267696,15230.105847011126,3760.8515669932845
SPC-BURST-RADS-XMY-MORE,2851.446344819754,4.1833002015810214e+60,10912.901983174375,9728.709721505473,3003.659803216295
VIA-GNO-SBD-WAX-ZEC,2848.337735114096,5171.663924311435,4049.7189762617745,4111.939618249874,3783.9443379970057
VEE-FCT-XZC-SYNX-BAY,3747.6095700604574,22046.93638007453,16500.566229931694,27482.099539960996,6640.549996782229
STORM-NLC2-PIVX-PINK-BTC,2823.213055845039,7035.44815932229,5942.422720738615,5380.283274586094,3740.8985702755267
LTC-EXCL-UP-SLS-BCHABC,2802.444039525614,13680.08646342572,7658.840473345081,8236.645723337202,3282.982042891157
EDG-SHIFT-TUSD-STORJ-RVR,3265.1838504245366,6617.282553244253,5488.00709764192,5338.998838769569,4177.941422202679
STEEM-CLOAK-USDS-UP-MUE,2451.0369759751143,7752.3622881044885,4293.484716767545,4443.463517651057,2998.4068883771147
PART-DCR-GOLOS-FLO-ARK,3566.0120254986873,9895.998423068291,8699.153296302386,7840.959017436455,4221.548927104896
WAX-DMT-MUE-TKS-BTC,3230.6817101812267,9233.114081925856,6342.036582505583,5097.594683465733,4728.8475747656075
IGNIS-MER-NMR-TUBE-PIVX,2883.2393597562786,7192.686631400706,5796.598249738774,4773.546674378545,3579.018289761788
SPC-BFT-ADT-XWC-SHIFT,2525.4727919694965,3.7542324833648916e+60,10712.327861447591,9930.291274742947,2987.025085748391
XMY-SC-ADX-IHT-GRC,2993.363980008687,5449.566276505946,4555.29372080927,4051.42293213712,3414.9670941485915
BCPT-FLDC-REP-XCP-BURST,2933.153282095173,6906.704994585446,5995.687868394683,4858.626969927934,3709.5281659163047
OK-PAL-PTOY-BRK-EXCL,3434.4293278324267,38973.49333135014,11281.516567581992,7707.4647803811085,4577.780496647998
RLC-GBG-RCN-AID-GAME,2435.8423166654347,8707.106382768905,6025.968855430893,4298.602674521568,3080.5219564296804
ARDR-PIVX-GNO-XEM-BOXX,2816.1928326688985,5342.973798962588,5113.222989367398,5070.043163266306,3660.931941277309
SRN-IOP-DASH-VIA-BSD,2262.70385101394,5075.668686225125,3892.602487012734,4074.893080577973,4652.612002203723
ENJ-BLT-BLOCK-EMC2-XWC,2649.624312865467,5892.020283465474,4155.321678340077,3972.1841816384613,3213.251988503332
